index,true_category,neighbor_categories,same_ratio,doc_preview
5109,Electronics,"Automotive, Automotive, Electronics, Automotive, Electronics",0.4,Radar Mount Mirror Mount Bracket + Direct Wire Power Cord + ATO Fuse Tap Beltronics GT-7 Professionally mount your Radar
5115,Automotive,"Automotive, Automotive, Electronics, Electronics, Electronics",0.4,"Sunthysis 600W Pure Sine Wave Inverter 12V DC to AC Power Converter for Home, RV, Truck, Off-Grid Solar Power Inverter w"
5132,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Automotive, Automotive, Automotive",0.2,"Ranger Bluecat Heavy-Duty Men's All-Rubber Insulated Chest Waders, Forest Green Rubber sole Durable, flexible, industria"
5137,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Automotive, Automotive, Tools_and_Home_Improvement",0.4,"Pulsar 15 Gallon Vertical Tank Portable Electric Air Compressor with Accessories & Added Tool Kit, When you want a compr"
5145,Office_Products,"Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Office_Products, Office_Products",0.4,Avaya 9608G 4 Pack Avaya 9608G IP Phone Global - 4 Pack - Avaya Model 9608G - Product ID - Used in excellent condition. 
5150,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Automotive, Automotive",0.4,"Norton Door Controls 7500 Series The 7500 Series is a robust, multi-sized surface closer designed to deliver superior pe"
5156,Electronics,"Electronics, Office_Products, Cell_Phones_and_Accessories, Office_Products, Electronics",0.4,"INNOTALK Wireless Headset for Computer and Compatible with Polycom 650, 670, VVX400 and Any VVX Models(Explorer) COMPATI"
5165,Office_Products,"Musical_Instruments, Toys_and_Games, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,Brass Raffle Drum with Wooden Turning Handle for Tabletop Use This brass raffle drum is meant to be used on top of a cou
5173,Tools_and_Home_Improvement,"Electronics, Electronics, Electronics, Tools_and_Home_Improvement, Electronics",0.2,"Best Connections 22 Gauge 2 Conductor 500 Feet Stranded Copper Alarm Wire Black Jacket UL Rated Stranded Copper, 22 Gaug"
5185,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive",0.2,DEWALT Heated Lightweight Soft Shell Jacket DEWALT Heated Lightweight Soft Shell Jacket Kit DEWALT Heated Jacket has a d
5188,Office_Products,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics",0.0,"Green Laser Pointer High Power USB Rechargeable Laser Pointer Pen, Long Range Laser Pointer for Meeting Teaching Hiking "
5229,Office_Products,"Office_Products, Office_Products, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"Vinyl Cutter, ProCut Creation CR1300 With Stand And Basket And VinylMaster Cut, 5 Year Warranty Creation CR1300 USB 2.0 "
5242,Electronics,"Electronics, Musical_Instruments, Appliances, Electronics, Musical_Instruments",0.4,"Comet Original Daiwa SWR Power Meter, AVG Reading, 2KW Power 1 KW - Connector, Black, Medium Daiwa CN 501H2 HF/VHF Bench"
5250,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive",0.2,CXRacing Aluminum Heat Exchanger For Air to Water Intercooler Inch CXRacing Aluminum Heat Exchanger For Air to Water Int
5260,Electronics,"Electronics, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Electronics, Cell_Phones_and_Accessories",0.4,"MegaMount Multimedia Rig Case Video Stabilizer for Apple iPad 10.2 inch Latest 8th and 7th Gen Only Attach Lenses, Light"
5297,Toys_and_Games,"Electronics, Electronics, Electronics, Automotive, Electronics",0.0,Parallax 28803 Board of Education Full Kit USB version The Board of Education Full Kit contains a Board of Education car
5304,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Musical_Instruments, Automotive, Tools_and_Home_Improvement, Automotive",0.4,Isolate It Sorbothane Vibration Isolation Washer 30 Duro with 3M Adhesive (.45 ID - 1 OD -.19 H) - 8 Pack Reduce Vibrati
5306,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Automotive, Automotive",0.4,TONRYCUE Airless Paint Sprayer Pump Replaces 17C721 for Graco 390 395 490 495 595 Airless Paint Sprayer Pump Replaces 17
5312,Electronics,"Office_Products, Office_Products, Office_Products, Electronics, Office_Products",0.2,"Smile You're on Camera Sign (2 Pack), Video Surveillance Sign Metal, 10 x 3.5 Home Security Signs for House Business, Ca"
5314,Musical_Instruments,"Musical_Instruments, Musical_Instruments, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"LittLite Gooseneck Light for Midas M32 Console When it's dark at the venue, light up your board with the LittLite lamp. "
5317,Musical_Instruments,"Musical_Instruments, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Musical_Instruments, Tools_and_Home_Improvement",0.4,Hodge Silk Clarinet Swab - Burgundy Hodge silk clarinet swabs are perfect for both professionals and students alike. The
5346,Tools_and_Home_Improvement,"Electronics, Toys_and_Games, Musical_Instruments, Electronics, Electronics",0.0,"ESD anti-static cleanroom engineer bag for semiconductor cleanroom clear pvc bag Dear Geltman and Ladys, thanks you visi"
5357,Toys_and_Games,"Tools_and_Home_Improvement, Electronics, Toys_and_Games, Toys_and_Games, Tools_and_Home_Improvement",0.4,"TinkerTurf Sci-Fi Terrain Perimeter Wall, Neutral Theme, Sturdy, Affordable, Great-Looking Full-Color Terrain, Quick and"
5361,Tools_and_Home_Improvement,"Automotive, Automotive, Tools_and_Home_Improvement, Automotive, Automotive",0.2,Dripless Paint Dawg Paint Bucket with 24 Liners | Bucket With Handle | Liners for Easy Paint Clean Up | | 9.75 x 9.75 x 
5363,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Electronics, Automotive",0.4,"Dual-Lite Approved 6-volt 8Ah for New Pure Lead Battery This Dual-Lite approved pure lead (PL) battery, part number is m"
5376,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Office_Products, Office_Products, Office_Products, Office_Products",0.2,"US Cargo Control 26 lb/Dozen, 80 x72 Large Moving Blanket, MBSKIN Skin, Cotton SPECS - Length 80 inches | Width 72 inche"
5390,Electronics,"Office_Products, Office_Products, Office_Products, Office_Products, Office_Products",0.0,"Canon PIXMA Wireless Professional Color Photo Printer, Prints up to 13 X 19, 3.0 Color LCD Screen, & Layout Software and"
5426,Electronics,"Electronics, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"Godox 65in Parabolic Reflective Umbrella,Black White Reflective Umbrella Studio Light Umbrella with Diffuser Cover Cloth"
5427,Appliances,"Tools_and_Home_Improvement, Appliances, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,"Waterdrop Plus Refrigerator Water Filter, Replacement for LG® Kenmore NSF Pack of 3 Replacement for Water Filter Models "
5446,Musical_Instruments,"Musical_Instruments, Musical_Instruments, Electronics, Automotive, Tools_and_Home_Improvement",0.4,48 Pack Black&Blue Acoustic Foam Panels 2 X 12 X 12 Soundproofing Studio Foam Wedge Tiles Fireproof - Top Quality - Idea
5453,Electronics,"Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Electronics, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories",0.2,"Samsung Galaxy Cellphone - S10 Sprint (Black) Do more with Samsung Galaxy S10's bold form and intelligent battery, and a"
5454,Automotive,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,WOOLWAX™ Auto/Truck Lanolin Undercoating 5 Gallon Pail. Black ** We try to ship the same day that order is placed (if a 
5459,Automotive,"Automotive, Appliances, Tools_and_Home_Improvement, Appliances, Automotive",0.4,"BikeMaster Parts Washer Better than the sink. Lightweight, corrosion-proof, insulated, safe, cleaner and cost-effective,"
5478,Electronics,"Electronics, Automotive, Cell_Phones_and_Accessories, Electronics, Automotive",0.4,"IOTA Converter and Charger High quality engineering is the hallmark of IOTA, and the DLS series is no exception; their e"
5492,Cell_Phones_and_Accessories,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Office_Products",0.0,"FixtureDisplays® Cell Phone Storage Station Lockers with 5.5 L Slot Works for Mini, Assignment Mail Slot Box No Charging"
5511,Office_Products,"Electronics, Electronics, Tools_and_Home_Improvement, Office_Products, Electronics",0.2,Manta Ray S13830 Blue Frame Four Station Easel With Mega-tray Great for indoors or outdoors. Resin frame with clear plas
5539,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics, Appliances, Appliances",0.4,Agratronix BHT-1 Baler-Mounted Hay Moisture Tester BHT 1 USA AgraTronix 07150 BHT-1 Baler-Mounted Hay Moisture Tester me
5557,Office_Products,"Office_Products, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Office_Products, Tools_and_Home_Improvement",0.4,"3dRose Lake Scene Photo with a Thoreau Quote Tile Pen Holder, 5 5 Thoreau quote a Lake scene photo with a Thoreau quote "
5565,Cell_Phones_and_Accessories,"Electronics, Automotive, Tools_and_Home_Improvement, Musical_Instruments, Tools_and_Home_Improvement",0.0,"Coral & Teal Seashells, Starfish, Beach House, Cottage Full / Queen Quilt, Shams & Toss Pillows (6 Piece Bed in A Bag) +"
5566,Automotive,"Electronics, Electronics, Tools_and_Home_Improvement, Electronics, Automotive",0.2,"Scott Prospect Goggles (Yellow/Red, One Size) - 2021 After four years of incredible success, SCOTT is pushing the limits"
5570,Musical_Instruments,"Musical_Instruments, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Musical_Instruments, Electronics",0.4,4-Pack Yuexin 36W RGB DMX512 Outdoor LED Wall Washer Light for Garden IP65 Decoration Building Voltage Power 45W Lamp so
5606,Office_Products,"Toys_and_Games, Electronics, Electronics, Electronics, Automotive",0.0,Zacool 3500 Pcs Garage Sale Stickers Flea Market Pricing Stickers Yard Sale Price Stickers Round Bright Colors Label Sti
5611,Tools_and_Home_Improvement,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,"PFC - Plastic Carrying Case with Foam, 23 x 16 x 7 Black PFC Stock Cases are the perfect solution when you need a simple"
5617,Tools_and_Home_Improvement,"Appliances, Appliances, Appliances, Appliances, Appliances",0.0,"Frigidaire Handle Assembly, Black Product Description This is a genuine replacement part. The model number and name for "
5649,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"3M Privacy Filter for 24 Inch Widescreen Monitor, Reversable Gloss/Matte, Reduces Blue Light, Screen Protection, 16 9 As"
5662,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Electronics, Cell_Phones_and_Accessories, Automotive, Cell_Phones_and_Accessories",0.2,Super Screen 48 Inch x 100 Ft Black Tiny Mesh 20/17 WINDOW AND DOOR Super Screen is a great choice for your window and d
5691,Electronics,"Electronics, Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments",0.2,"commountain Speaker Mic for Motorola Radios R2 BPR40D BPR40 CP100D CP200D CP200 CP185 DTR700 CLS DTR RDU RMU,2 Pin Shoul"
5694,Automotive,"Automotive, Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement, Automotive",0.4,"Tekonsha 118289 Tow Harness, 7-Way, w/Circuit Protected ModuLite® HD Module, Compatable with Acura MDX T-One Connectors "
5704,Toys_and_Games,"Office_Products, Cell_Phones_and_Accessories, Toys_and_Games, Office_Products, Toys_and_Games",0.4,Mega Lot! 1800 ct Original Rainbow Loom Mixed Bands A new super value pack for mixed bands! Perfect for making jewelry a
5720,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,SYLVANIA 54605 - HPL - Stage and Studio - T6 - 750 Watt - Heat Sink Base by Sylvania HPL Stage and Studio by Sylvania. 7
5733,Automotive,"Tools_and_Home_Improvement, Toys_and_Games, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,Stromberg Carlson Second Step for Fifth Wheel Our Econo Porch provides the stability of the ground it rests on. The rise
5735,Cell_Phones_and_Accessories,"Electronics, Electronics, Office_Products, Electronics, Electronics",0.0,Plantronics - Voyager 5200 Office with One-Way Base (Poly) - Bluetooth Single-Ear (Monaural) Headset - Noise Canceling -
5739,Office_Products,"Tools_and_Home_Improvement, Office_Products, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,New Wall Mounted Acrylic Cell Phone Locker/Cell Storage - 2 Set Cell phone storage lockers are made from ¼” thick clear 
5762,Tools_and_Home_Improvement,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,Buyers Products Tarp Motor Forged 90 tooth drive dear for more torque and extended life 3-1/8 x 3/4 extended output shaf
5771,Tools_and_Home_Improvement,"Musical_Instruments, Office_Products, Tools_and_Home_Improvement, Electronics, Electronics",0.2,"Enclume HS Gourmet Deep Bookshelf Wall Rack with Curved Arm, 30, Hammered Steel Enclume Handcrafted 30 Gourmet Curved Ar"
5774,Office_Products,"Toys_and_Games, Toys_and_Games, Toys_and_Games, Tools_and_Home_Improvement, Toys_and_Games",0.0,Deluxe School & Classroom Sensory Path Kit – with 65 Custom Vinyl Decals Includes 65 High Quality & Extremely Durable Vi
5783,Electronics,"Office_Products, Office_Products, Office_Products, Office_Products, Office_Products",0.0,VineonTec Remanufactured for Canon 245XL 246XL Ink Cartridge Compatible for Pixma MX492 TS3120 MG2522 MX490 MG2920 MG292
5800,Appliances,"Appliances, Tools_and_Home_Improvement, Appliances, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,Marada 32 x 30 x 2.5 Washer Machine Drain Pan Heavy Duty 304 Stainless Steel Washing Machine Tray Thickness is 1.5 mm (N
5807,Toys_and_Games,"Tools_and_Home_Improvement, Automotive, Automotive, Tools_and_Home_Improvement, Toys_and_Games",0.2,"Tamiya Multi Function Control Unit Tractor Truck Tamiya ventured into the modeling business in 1948, with a scale wooden"
5833,Automotive,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,Die-matic 2030 SW Heavy Capacity Stand w/2500 lb Dutton Lainson Winch & Strap TALL HEAVY CAPACITY WINCH STAND COMPLETE A
5839,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Electronics, Electronics, Musical_Instruments, Electronics",0.2,"Cooper B-Line 204 MS68 200A, 1P, 4 Jaw, Meter Socket Part Number Part Cooper B-Line 204 MS68 200A, 1P, 4 Jaw, Meter Sock"
5847,Tools_and_Home_Improvement,"Automotive, Electronics, Automotive, Automotive, Automotive",0.0,Pro Moto Billet Spark Arrestor End Cap - Fits Honda When you need a quick and easy way to get a USFS approves spark arre
5863,Tools_and_Home_Improvement,"Automotive, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Automotive",0.4,T&E Tools Motorcycle Repair Tool Kit A full kit for most makes or model motorcycle repair jobs A full kit for most makes
5876,Electronics,"Electronics, Automotive, Electronics, Tools_and_Home_Improvement, Automotive",0.4,Impact Luxbanx Duo Rectangular Extra Large Softbox (54 x 72) Dimensions 54 x 72 x 28 (137.2 x 183 x 71.1 cm) Shape Recta
5895,Toys_and_Games,"Electronics, Electronics, Toys_and_Games, Electronics, Office_Products",0.2,520 Pieces Insect Stickers Bug Stickers for Kids Butterfly Scrapbook Stickers for Boys Girls Water Bottle Laptop Book (L
5899,Electronics,"Electronics, Electronics, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement",0.4,JINBEI DMII-5 500W Studio Flash Photo Strobe Lights Bowens Mount E-Commerce Product Portrait Photography Monolight 15W L
5900,Appliances,"Appliances, Tools_and_Home_Improvement, Office_Products, Tools_and_Home_Improvement, Electronics",0.2,HayWHNKN Continuous Band Sealer Machine Automatic Horizontal Plastic PVC Bag Band Sealing Machine 110V (FR770 Horizontal
5935,Toys_and_Games,"Toys_and_Games, Electronics, Office_Products, Tools_and_Home_Improvement, Toys_and_Games",0.4,Cryptic Killers Unsolved Murder Mystery Game - Cold Case Files Investigation Detective Evidence & Crime File - Individua
5938,Toys_and_Games,"Office_Products, Office_Products, Toys_and_Games, Cell_Phones_and_Accessories, Toys_and_Games",0.4,4E's Novelty Valentines Bracelets with Cards (48 Pack) Our Class Will Knot Be The Same Without You - Bulk Valentines Day
5990,Electronics,"Electronics, Toys_and_Games, Electronics, Office_Products, Toys_and_Games",0.4,"62 PCS Cute Stickers, Reusable Vinyl Waterproof Cat Stickers for Laptops, luggages & Skateboards, etc. Ppackage info 62P"
6018,Electronics,"Office_Products, Office_Products, Electronics, Office_Products, Toys_and_Games",0.2,"Free-Standing Black Melamine Register Stand, 72 w x 42 x with Adjustable Shelves, Pull-Out Drawer, and Check Writing Are"
6070,Automotive,"Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement",0.4,YITAHOME 5.3 Gallon Portable Travel Toilet RV Potty Upgrade Double Outlet Water Spout Handle Flush Pump Detachable Water
6074,Electronics,"Tools_and_Home_Improvement, Musical_Instruments, Automotive, Electronics, Electronics",0.4,DIYAH Auto Sound Music Beat Activated Car Stickers Equalizer Glow LED Light Audio Voice Rhythm Lamp 90cm X 25cm / 3FT X 
6081,Toys_and_Games,"Office_Products, Electronics, Toys_and_Games, Office_Products, Toys_and_Games",0.4,192 Pieces Christmas School Stationery Set Xmas Classrooms Exchange Stationery Gifts Party Favors Class Reward Prizes No
6091,Tools_and_Home_Improvement,"Electronics, Automotive, Tools_and_Home_Improvement, Automotive, Automotive",0.2,Amerex TYF 2.5lb Halotron I Class B C Fire Extinguisher Pack of 2 Halotron I clean fire extinguishing agent discharges a
6101,Electronics,"Electronics, Cell_Phones_and_Accessories, Electronics, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories",0.4,Samsung Galaxy A70 A705M 128GB DUOS GSM Unlocked Android Phone W/Dual 32MP Camera (International Variant/US Compatible L
6102,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Automotive, Automotive",0.4,"Modern Masters Satin Metallic Paint, Gallon, Flash Copper, 1 Gallon (Pack of 1) Suitable for interior surfaces such as w"
6117,Office_Products,"Office_Products, Office_Products, Toys_and_Games, Electronics, Toys_and_Games",0.4,"Excellerations My World Real Photo Posters 16 x 12 inches - Set of 30, Educational Toy, Preschool, Classroom Posters (It"
6125,Tools_and_Home_Improvement,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,"Tekpower Programmable DC Electronic Load, 300 Watts with Part To Mount to a Rack From the manufacturer The Tekpower DC e"
6135,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Automotive, Automotive, Automotive",0.2,New Air Tool Parts Ingersoll Rand Air Compressor Unloader Valve Air Compressor Unloader Valve Part # Cuts in at 105psi a
6143,Office_Products,"Electronics, Office_Products, Electronics, Musical_Instruments, Office_Products",0.4,SNOM C620 SIP Wireless Conference Phone Get rid of the cables in your meeting room and improve team collaboration. The S
6166,Electronics,"Electronics, Musical_Instruments, Musical_Instruments, Tools_and_Home_Improvement, Office_Products",0.2,"Ringing Over Paging Amplifier PRODUCT DETAILS The K-600F eliminates the installation of multiple bells, relays, and powe"
6173,Toys_and_Games,"Tools_and_Home_Improvement, Office_Products, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,Boom Boom Smallest 1/16 x 1/32 Round Disc Magnets - Tiny Holder Fastener for Magnetic Miniatures Wargaming Warhammer 40k
6179,Tools_and_Home_Improvement,"Appliances, Appliances, Appliances, Appliances, Appliances",0.0,"General Electric Thermo Protector Product Description This is a Genuine Replacement Part,The Model Number and Name for T"
6192,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Musical_Instruments, Tools_and_Home_Improvement",0.0,Garelick/EEz-In 19843 01 Telescopicing Sport/Diver Ladder Garelick Manufacturing 19843 Telescoping Stainless Steel Sport
6215,Office_Products,"Office_Products, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Automotive",0.2,"Safco Products 3962GR Precision Drafting Table Base for use with 3952, 3953 Table Top, Sold Separately, Gray Precision F"
6218,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Office_Products, Office_Products, Office_Products",0.4,"Nylon Self-Adhesive Measuring Tape, with Label Steel Tape, Reusable Tape, Ruler (Left-Right Reading) for Measuring, Forw"
6249,Tools_and_Home_Improvement,"Office_Products, Tools_and_Home_Improvement, Toys_and_Games, Electronics, Tools_and_Home_Improvement",0.4,Shielding Solutions EMF Shielding Paint YSHIELD HSF54 5 Liter High efficient shielding paint for the protection against 
6261,Electronics,"Automotive, Automotive, Tools_and_Home_Improvement, Electronics, Musical_Instruments",0.2,Adafruit NeoPixel NeoMatrix 8x8-64 RGB LED Pixel Matrix Put on your sunglasses before wiring up this LED matrix - 64 eye
6277,Toys_and_Games,"Tools_and_Home_Improvement, Toys_and_Games, Toys_and_Games, Automotive, Automotive",0.4,Unitrack Automatic Crossing Gate S (Basic Set) (Model Train) by Kato Product Description The new automatic crossing S of
6284,Office_Products,"Office_Products, Automotive, Office_Products, Automotive, Automotive",0.4,"FOMI Premium All Gel Orthopedic Seat and Back Cushion Pad | Upper Lower Back Support Pillow for Car, Office, Kitchen Cha"
6285,Automotive,"Toys_and_Games, Toys_and_Games, Toys_and_Games, Electronics, Toys_and_Games",0.0,"FPV Drone, 2.4G 4CH Foldable Mini WiFi 2.0MP 720P Wide Angle HD Camera RC Quadcopter Altitude Hold Headless Helicopter D"
6309,Electronics,"Electronics, Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"Metro Vacuum Pro Series Toner Vac, Motor From the Manufacturer The DataVac PRO Series can handle every cleaning job in t"
6349,Office_Products,"Office_Products, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Office_Products",0.4,"Partners Brand Claim Tags, Consecutively Numbered, Pre-Strung, 4 3/4 x 2 3/8, Green (Pack of 1000) 4 3/4 inch x 2 3/8 in"
6350,Musical_Instruments,"Toys_and_Games, Toys_and_Games, Electronics, Electronics, Automotive",0.0,30 Inch LCD LED Monitor with Stand Attached - ATA 1/4 Ply Case with Wheels - Inside Dimensions - 30 x 10 x 22 1/2 High T
6355,Automotive,"Automotive, Musical_Instruments, Musical_Instruments, Automotive, Electronics",0.4,GIVI E36NA 36LTR Monokey Case The GIVI E36NA Economy Monokey case can be used as a top case or side case but due to the 
6358,Automotive,"Automotive, Musical_Instruments, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive",0.4,"Jet Swet 2062 Kit - Sizes 1/2, 3/4 and 1 Jet Swets (3 Tools) + Set of Replacement Gasket Parts and Waterproof Grease | P"
6365,Tools_and_Home_Improvement,"Toys_and_Games, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Toys_and_Games, Toys_and_Games",0.4,Tupalizy 12PCS Vibrant Double Wings 3D Butterfly Wall Stickers Decals DIY Art Crafts Decorations for Windows Refrigerato
6366,Office_Products,"Office_Products, Office_Products, Musical_Instruments, Electronics, Electronics",0.4,Aastra 470 Standard Phone - Charcoal AASTRA USA INC AASTRA 470 SINGLE-LINE ANALOG SPEAKERPHONE WITH MUTE LARGE 8-LINE BA
6377,Electronics,"Office_Products, Office_Products, Office_Products, Office_Products, Office_Products",0.0,"Speedy Inks Remanufactured Ink Cartridge Replacement for HP21 and HP 22 (2 Black, 2 Color, Compatible with D1311 D1320 D"
6378,Toys_and_Games,"Electronics, Electronics, Electronics, Toys_and_Games, Electronics",0.2,"SVBONY SV601 Microscope for Kids Beginners Children Students Microscope Kit with15 Slides, 18 Cover Glass, 2X Barlow Len"
6437,Office_Products,"Tools_and_Home_Improvement, Office_Products, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,Grex 2116AD 21 Gauge 3/16 Crown Stapler Similar to Senco A and D Series Staples The grex 2116 ad is the most compact and
6456,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,Creative Light 100897 Inches Light Shed Light Sheds by Creative Light are collapsible photo studios that are perfectly d
6458,Electronics,"Electronics, Automotive, Toys_and_Games, Electronics, Toys_and_Games",0.4,"DJI Focus Wireless Follow Focus System, Includes Remote Controller, Motor, 2X Antenna DJI Focus Wireless Follow Focus Sy"
6464,Automotive,"Automotive, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"Lippert Replacement Neo Angle Shower Pan with Center Drain and 5 Apron for RVs, Travel Trailers, 5th Wheels and Motorhom"
6469,Tools_and_Home_Improvement,"Automotive, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive",0.4,"ABUS 28/70 Diskus Hardened Steel Padlock Keyed Alike, Pack of 2 The disc lock is a special form of padlock with some dis"
6471,Tools_and_Home_Improvement,"Electronics, Electronics, Tools_and_Home_Improvement, Electronics, Electronics",0.2,"Square D - SQ D Load Center 3PH 30CKT M, Black The Square D QO 200 Amp Main Lugs Only Fixed Mains Indoor Load Center is "
6493,Electronics,"Electronics, Electronics, Office_Products, Office_Products, Office_Products",0.4,"MAM-A (Mitsui) Digital-Audio Silver Inkjet Printable CD-R's 50-Pak in Shrinkwrap These discs have an unbranded, no-logo,"
6523,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Automotive, Automotive",0.4,NextStone Polyurethane Faux Stone Window and Door Trim - Sandstone - Gray for Home Improvement/DIY Friendly (4 Trim per 
6531,Toys_and_Games,"Electronics, Toys_and_Games, Electronics, Electronics, Electronics",0.2,"IQCrew STEM Science Discovery Inverted Microscope with 25 Prepared Slides, and Microscope Book for Students and Kids The"
6544,Office_Products,"Electronics, Electronics, Office_Products, Cell_Phones_and_Accessories, Electronics",0.2,"AML Batch Data Collection Handheld Computer, CCD Scanner, DC Suite SW, 3, 200 MAH Battery, 24-Key Alphanumeric Keyboard "
6552,Electronics,"Office_Products, Office_Products, Office_Products, Office_Products, Office_Products",0.0,HP PhotoSmart 375 Compact Photo Printer Product Description Easily print and share photos almost anywhere--without a com
6553,Toys_and_Games,"Toys_and_Games, Office_Products, Tools_and_Home_Improvement, Electronics, Office_Products",0.2,Personalized World Map Blue Piggy Bank MyBambino is our name and Piggy Banks are our game. We have been selling personal
6569,Automotive,"Automotive, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,Arlen Ness Method Clear Sucker Chrome 18-972 Forged billet aluminum air cleaner featuring a polycarbonate window allowin
6612,Cell_Phones_and_Accessories,"Cell_Phones_and_Accessories, Electronics, Office_Products, Cell_Phones_and_Accessories, Toys_and_Games",0.4,ONLYKXY 2pcs Cell Phone Charms Strap Anti- Lost Phone Lanyard Straps Stylish Phone Beads for Phone Bracelet Pocket Car K
6613,Toys_and_Games,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,Trampoline Ladder Slide Combo with Wide Platform; Safe Trampoline Entry and Exit for Toddlers and Kids; Fits Standard Ro
